dataset_name,task_type,coreset_method,coreset_size,mse,mae,r2_score,baseline_mse,performance_gain
AnnualHouseIncome.csv,Regression,Kmeans,400,3290161415037.0,1055026.1814560522,-0.042885919758805846,3136367852509.854,-153793562527.146
AnnualHouseIncome.csv,Regression,Importance,800,7198407984206.516,2510501.052489645,-1.281686940068842,3136367852509.854,-4062040131696.6616
AnnualHouseIncome.csv,Regression,Reservoir,1600,3147182440062.432,1080765.5636811065,0.0024342761261266777,3136367852509.854,-10814587552.578125
AnnualHouseIncome.csv,Regression,Gradient,800,27318840675458.98,5052822.7960717445,-7.659281625017149,3136367852509.854,-24182472822949.125
AnnualHouseIncome.csv,Regression,Clustering,400,3379500043073.993,1244205.4849302154,-0.07120367853031628,3136367852509.854,-243132190564.13916
AnnualHouseIncome.csv,Regression,Leverage,800,3239632324265.2285,1186180.6605077845,-0.026869660780368232,3136367852509.854,-103264471755.37451
AnnualHouseIncome.csv,Regression,Farthest,600,3354796628673.396,1273633.9142441268,-0.06337341131892482,3136367852509.854,-218428776163.542
GoldUP.csv,Regression,None,191,6771427.050276292,1686.2605780167535,0.9536269692677417,6771427.050276292,0.0
GoldUP.csv,Regression,Random,38,16162224.388704097,2725.2135377810023,0.889315601761013,6771427.050276292,-9390797.338427804
GoldUP.csv,Regression,Kmeans,9,11148801.59771577,2380.7365884886663,0.9236492226409455,6771427.050276292,-4377374.547439479
GoldUP.csv,Regression,Importance,19,9297402.31227179,2288.2425513177504,0.9363282333316199,6771427.050276292,-2525975.261995499
GoldUP.csv,Regression,Reservoir,38,7331602.785566715,1876.2206789363092,0.9497906957030684,6771427.050276292,-560175.735290423
GoldUP.csv,Regression,Gradient,19,11715641.513012037,2605.872358183866,0.9197673105097011,6771427.050276292,-4944214.462735745
GoldUP.csv,Regression,Clustering,9,12277358.34504927,2021.163668762648,0.9159204829914416,6771427.050276292,-5505931.294772978
GoldUP.csv,Regression,Leverage,19,10858333.05945416,2707.127920361369,0.9256384497789696,6771427.050276292,-4086906.0091778683
GoldUP.csv,Regression,Farthest,14,8337794.835963401,2426.5371079047286,0.9428999510300241,6771427.050276292,-1566367.7856871095
pokemon.csv,Regression,None,120,0.5679443103718195,0.6723000167135528,0.9999491430373275,0.5679443103718195,0.0
pokemon.csv,Regression,Random,24,32.583184719958865,4.725323482870726,0.9970823163842066,0.5679443103718195,-32.015240409587044
pokemon.csv,Regression,Kmeans,6,822.0336555696555,24.79164256911507,0.92639043270018,0.5679443103718195,-821.4657112592837
pokemon.csv,Regression,Importance,12,100.48704215618602,8.306934830088904,0.9910018189130836,0.5679443103718195,-99.9190978458142
pokemon.csv,Regression,Reservoir,24,19.262019899079995,3.978667573631869,0.9982751692214971,0.5679443103718195,-18.694075588708177
pokemon.csv,Regression,Gradient,12,217.12176838498021,10.575622090887864,0.9805576823845311,0.5679443103718195,-216.5538240746084
pokemon.csv,Regression,Clustering,6,377.6671137933042,16.902453617988524,0.9661815393550618,0.5679443103718195,-377.0991694829324
pokemon.csv,Regression,Leverage,12,308.60462064624295,16.356265487504437,0.9723657876553082,0.5679443103718195,-308.0366763358711
pokemon.csv,Regression,Farthest,9,25.309270402782516,4.47792266166914,0.99773366402896,0.5679443103718195,-24.7413260924107
Calihousing.csv,Regression,None,16512,4904399775.94928,50701.77903132991,0.6257351821159702,4904399775.94928,0.0
